,raceId,driverId,constructorId,circuitId,year,round,location,country,number_driver,grid,position_qualifying,driver_nationality,nationality_constructor,positionOrder,points,milliseconds,status,avg_lap_ms,pit_stop_count,avg_pit_duration_s,laps,fastestLapTime,fastestLapSpeed,rank,q1,q2,q3,max_quali_stage,did_not_finish,was_fastest_lap_missing
1415,1138,842,214,15,2024,18,Marina Bay,Singapore,10,18,18,French,French,17,0.0,-1,+1 Lap,100190.65573770492,1,31.509,61,96.927,183.478,9.0,1:31.312,DNQ,DNQ,1,0,0
1416,1138,817,215,15,2024,18,Marina Bay,Singapore,3,16,16,Australian,Italian,18,0.0,-1,+1 Lap,100694.54098360657,3,29.67833333333333,61,94.486,188.218,1.0,1:31.085,DNQ,DNQ,1,0,0
1417,1138,825,210,15,2024,18,Marina Bay,Singapore,20,14,14,Danish,American,19,0.0,-1,Accident,101963.26315789472,2,30.499,57,97.425,182.54,13.0,1:30.829,1:30.653,DNQ,2,1,0
1418,1138,848,3,15,2024,18,Marina Bay,Singapore,23,11,11,Thai,British,20,0.0,-1,Power Unit,104046.86666666668,1,29.126,15,96.888,183.552,8.0,1:30.679,1:30.474,DNQ,2,1,0
1419,1139,844,6,69,2024,19,Austin,USA,16,4,4,Monegasque,Italian,1,25.0,5709639,Finished,101957.83928571428,1,23.817,56,97.834,202.861,6.0,1:33.241,1:32.962,1:32.740,3,0,0
1420,1139,832,6,69,2024,19,Austin,USA,55,3,3,Spanish,Italian,2,18.0,5718201,Finished,102110.73214285714,1,23.963,56,97.763,203.009,5.0,1:33.556,1:32.836,1:32.652,3,0,0
1421,1139,830,9,69,2024,19,Austin,USA,33,2,2,Dutch,Austrian,3,15.0,5729051,Finished,102304.48214285714,1,24.228,56,98.117,202.276,9.0,1:33.046,1:32.584,1:32.361,3,0,0
1422,1139,846,1,69,2024,19,Austin,USA,4,1,1,British,British,4,12.0,5729993,Finished,102232.01785714286,1,23.731,56,97.679,203.183,4.0,1:33.616,1:32.851,1:32.330,3,0,0
1423,1139,857,1,69,2024,19,Austin,USA,81,5,5,Australian,British,5,10.0,5731560,Finished,102349.28571428572,1,24.107,56,97.883,202.76,7.0,1:33.864,1:33.057,1:32.950,3,0,0
1424,1139,847,131,69,2024,19,Austin,USA,63,20,6,British,German,6,8.0,5765934,Finished,102963.10714285714,1,29.327,56,97.656,203.231,3.0,1:33.536,1:33.142,1:32.974,3,0,0
1425,1139,815,9,69,2024,19,Austin,USA,11,9,10,Mexican,Austrian,7,6.0,5768711,Finished,103012.69642857143,1,23.58,56,98.514,201.461,13.0,1:33.611,1:33.020,DNQ,2,0,0
1426,1139,807,210,69,2024,19,Austin,USA,27,11,12,German,American,8,4.0,5772596,Finished,103082.07142857143,1,24.5,56,98.404,201.686,12.0,1:33.601,1:33.544,DNQ,2,0,0
1427,1139,859,215,69,2024,19,Austin,USA,30,19,15,New Zealander,Italian,9,2.0,5780202,Finished,103217.89285714286,1,23.839,56,98.091,202.33,8.0,1:33.339,DNQ,DNQ,1,0,0
1428,1139,861,3,69,2024,19,Austin,USA,43,15,17,Argentinian ,British,10,1.0,5781618,Finished,103243.17857142857,1,23.971,56,97.611,203.325,2.0,1:34.062,DNQ,DNQ,1,0,0
1429,1139,825,210,69,2024,19,Austin,USA,20,8,9,Danish,American,11,0.0,5789421,Finished,103382.51785714286,2,24.0265,56,98.21,202.085,10.0,1:33.564,1:33.474,1:33.481,3,0,0
1430,1139,842,214,69,2024,19,Austin,USA,10,6,7,French,French,12,0.0,5800197,Finished,103485.66071428572,1,28.228,56,98.311,201.877,11.0,1:33.550,1:33.162,1:33.018,3,0,0
1431,1139,4,117,69,2024,19,Austin,USA,14,7,8,Spanish,British,13,0.0,-1,+1 Lap,103843.0,1,24.247,55,99.261,199.945,17.0,1:33.973,1:33.429,1:33.309,3,0,0
1432,1139,852,215,69,2024,19,Austin,USA,22,10,11,Japanese,Italian,14,0.0,-1,+1 Lap,103870.0181818182,1,24.193,55,99.193,200.082,15.0,1:33.795,1:33.506,DNQ,2,0,0
1433,1139,840,117,69,2024,19,Austin,USA,18,13,14,Canadian,British,15,0.0,-1,+1 Lap,104120.4,1,26.399,55,99.214,200.04,16.0,1:34.033,1:33.759,DNQ,2,0,0
1434,1139,848,3,69,2024,19,Austin,USA,23,14,16,Thai,British,16,0.0,-1,+1 Lap,104140.56363636364,2,29.687,55,99.084,200.302,14.0,1:34.051,DNQ,DNQ,1,0,0
1435,1139,822,15,69,2024,19,Austin,USA,77,16,18,Finnish,Swiss,17,0.0,-1,+1 Lap,104435.85454545454,1,24.439,55,100.575,197.333,19.0,1:34.152,DNQ,DNQ,1,0,0
1436,1139,839,214,69,2024,19,Austin,USA,31,12,13,French,French,18,0.0,-1,+1 Lap,104577.29090909092,2,25.1655,55,97.33,203.912,1.0,1:33.986,1:33.597,DNQ,2,0,0
1437,1139,855,15,69,2024,19,Austin,USA,24,18,20,Chinese,Swiss,19,0.0,-1,+1 Lap,104706.89090909091,2,24.6615,55,99.272,199.923,18.0,1:34.228,DNQ,DNQ,1,0,0
1438,1139,1,131,69,2024,19,Austin,USA,44,17,19,British,German,20,0.0,-1,Spun off,108064.0,0,0.0,1,9999.0,0.0,0.0,1:34.154,DNQ,DNQ,1,1,1
1439,1140,832,6,32,2024,20,Mexico City,Mexico,55,1,1,Spanish,Italian,1,25.0,6055800,Finished,85292.95774647887,1,22.249,71,80.137,193.348,7.0,1:16.778,1:16.515,1:15.946,3,0,0
1440,1140,846,1,32,2024,20,Mexico City,Mexico,4,3,3,British,British,2,18.0,6060505,Finished,85359.22535211267,1,22.111,71,79.691,194.43,4.0,1:16.505,1:16.301,1:16.260,3,0,0
1441,1140,844,6,32,2024,20,Mexico City,Mexico,16,4,4,Monegasque,Italian,3,16.0,6090187,Finished,85777.28169014085,2,22.775,71,78.336,197.794,1.0,1:16.972,1:16.641,1:16.265,3,0,0
1442,1140,1,131,32,2024,20,Mexico City,Mexico,44,6,6,British,German,4,12.0,6100580,Finished,85923.66197183098,1,22.538,71,80.371,192.785,8.0,1:17.306,1:16.973,1:16.651,3,0,0
1443,1140,847,131,32,2024,20,Mexico City,Mexico,63,5,5,British,German,5,10.0,6104336,Finished,85976.56338028169,1,22.462,71,80.731,191.926,11.0,1:17.194,1:16.937,1:16.356,3,0,0
1444,1140,830,9,32,2024,20,Mexico City,Mexico,33,2,2,Dutch,Austrian,6,8.0,6115358,Finished,86131.80281690141,1,43.73,71,80.872,191.591,13.0,1:16.803,1:16.514,1:16.171,3,0,0
1445,1140,825,210,32,2024,20,Mexico City,Mexico,20,7,7,Danish,American,7,6.0,6119442,Finished,86189.32394366198,1,23.332,71,80.637,192.15,9.0,1:17.125,1:17.003,1:16.886,3,0,0
1446,1140,857,1,32,2024,20,Mexico City,Mexico,81,17,17,Australian,British,8,4.0,6120728,Finished,86207.43661971831,1,21.825,71,80.064,193.525,5.0,1:17.597,DNQ,DNQ,1,0,0
1447,1140,807,210,32,2024,20,Mexico City,Mexico,27,10,10,German,American,9,2.0,-1,+1 Lap,86550.28571428571,1,23.077,70,80.748,191.885,12.0,1:17.186,1:16.995,1:17.365,3,0,0
1448,1140,842,214,32,2024,20,Mexico City,Mexico,10,8,8,French,French,10,1.0,-1,+1 Lap,86776.95714285714,1,23.204,70,81.274,190.643,15.0,1:17.149,1:17.048,1:16.892,3,0,0
1449,1140,840,117,32,2024,20,Mexico City,Mexico,18,14,14,Canadian,British,11,0.0,-1,+1 Lap,86869.6,1,22.592,70,81.311,190.557,16.0,1:17.407,1:17.294,DNQ,2,0,0
1450,1140,861,3,32,2024,20,Mexico City,Mexico,43,16,16,Argentinian ,British,12,0.0,-1,+1 Lap,86904.24285714286,1,23.895,70,80.09,193.462,6.0,1:17.558,DNQ,DNQ,1,0,0
1451,1140,839,214,32,2024,20,Mexico City,Mexico,31,0,19,French,French,13,0.0,-1,+1 Lap,87078.04285714286,1,23.245,70,80.65899999999999,192.097,10.0,1:17.617,DNQ,DNQ,1,0,0
1452,1140,822,15,32,2024,20,Mexico City,Mexico,77,15,15,Finnish,Swiss,14,0.0,-1,+1 Lap,87114.67142857143,1,22.505,70,81.08500000000001,191.088,14.0,1:17.393,1:17.817,DNQ,2,0,0
1453,1140,855,15,32,2024,20,Mexico City,Mexico,24,19,20,Chinese,Swiss,15,0.0,-1,+1 Lap,87393.17142857143,1,22.935,70,81.553,189.991,17.0,1:18.072,DNQ,DNQ,1,0,0
1454,1140,859,215,32,2024,20,Mexico City,Mexico,30,12,12,New Zealander,Italian,16,0.0,-1,+1 Lap,87432.37142857142,2,26.4425,70,79.502,194.893,3.0,1:17.380,1:17.162,DNQ,2,0,0
1455,1140,815,9,32,2024,20,Mexico City,Mexico,11,18,18,Mexican,Austrian,17,0.0,-1,+1 Lap,87558.34285714285,3,23.941333333333333,70,79.209,195.614,2.0,1:17.611,DNQ,DNQ,1,0,0
1456,1140,4,117,32,2024,20,Mexico City,Mexico,14,13,13,Spanish,British,18,0.0,-1,Brakes,101749.26666666666,0,0.0,15,82.72200000000001,187.306,18.0,1:17.307,1:17.168,DNQ,2,1,0
1457,1140,848,3,32,2024,20,Mexico City,Mexico,23,9,9,Thai,British,19,0.0,-1,Collision,104216.71830985916,0,0.0,0,9999.0,0.0,0.0,1:17.189,1:16.988,1:17.065,3,1,1
1458,1140,852,215,32,2024,20,Mexico City,Mexico,22,11,11,Japanese,Italian,20,0.0,-1,Collision,104645.01408450704,0,0.0,0,9999.0,0.0,0.0,1:17.182,1:17.129,DNQ,2,1,1
1459,1141,830,9,18,2024,21,São Paulo,Brazil,33,17,12,Dutch,Austrian,1,26.0,7614430,Finished,110354.0579710145,1,1409.303,69,80.47200000000001,192.767,1.0,1:28.522,1:27.771,DNQ,2,0,0
1460,1141,839,214,18,2024,21,São Paulo,Brazil,31,4,4,French,French,2,18.0,7633907,Finished,110636.33333333331,1,1408.695,69,81.771,189.705,7.0,1:29.171,1:26.206,1:24.475,3,0,0
1461,1141,842,214,18,2024,21,São Paulo,Brazil,10,13,15,French,French,3,15.0,7636962,Finished,110680.60869565218,1,1407.586,69,81.645,189.998,5.0,1:29.420,1:29.614,DNQ,2,0,0
1462,1141,847,131,18,2024,21,São Paulo,Brazil,63,2,2,British,German,4,12.0,7637695,Finished,110691.23188405795,2,720.768,69,81.645,189.998,6.0,1:29.121,1:26.307,1:23.578,3,0,0
1463,1141,844,6,18,2024,21,São Paulo,Brazil,16,6,6,Monegasque,Italian,5,10.0,7644607,Finished,110791.40579710146,2,722.4165,69,81.631,190.03,4.0,1:29.839,1:26.097,1:24.525,3,0,0
1464,1141,846,1,18,2024,21,São Paulo,Brazil,4,1,1,British,British,6,8.0,7645802,Finished,110808.72463768117,2,720.0635,69,81.517,190.296,2.0,1:30.944,1:24.844,1:23.405,3,0,0
1465,1141,852,215,18,2024,21,São Paulo,Brazil,22,3,3,Japanese,Italian,7,6.0,7656486,Finished,110963.56521739133,2,722.2305,69,81.828,189.573,8.0,1:29.172,1:26.464,1:24.111,3,0,0
1466,1141,857,1,18,2024,21,São Paulo,Brazil,81,8,8,Australian,British,8,4.0,7659373,Finished,110860.47826086955,2,723.16,69,81.532,190.261,3.0,1:30.114,1:25.179,1:24.686,3,0,0
1467,1141,859,215,18,2024,21,São Paulo,Brazil,30,5,5,New Zealander,Italian,9,2.0,7664882,Finished,111085.2463768116,2,725.4445,69,82.123,188.892,10.0,1:30.758,1:25.654,1:24.484,3,0,0
1468,1141,1,131,18,2024,21,São Paulo,Brazil,44,14,16,British,German,10,1.0,7665183,Finished,111089.60869565218,2,725.454,69,82.041,189.081,9.0,1:31.150,DNQ,DNQ,1,0,0
1469,1141,815,9,18,2024,21,São Paulo,Brazil,11,12,13,Mexican,Austrian,11,0.0,7665961,Finished,111100.884057971,2,725.9535,69,82.143,188.846,11.0,1:30.035,1:28.158,DNQ,2,0,0
1470,1141,860,210,18,2024,21,São Paulo,Brazil,38,15,17,British,American,12,0.0,7671515,Finished,111181.3768115942,2,730.246,69,82.494,188.042,13.0,1:31.229,DNQ,DNQ,1,0,0
1471,1141,822,15,18,2024,21,São Paulo,Brazil,77,11,11,Finnish,Swiss,13,0.0,7678018,Finished,111275.6231884058,1,1422.094,69,82.877,187.173,14.0,1:30.633,1:26.472,DNQ,2,0,0
1472,1141,4,117,18,2024,21,São Paulo,Brazil,14,9,9,Spanish,British,14,0.0,7692479,Finished,111485.20289855072,2,723.9895,69,82.293,188.502,12.0,1:30.207,1:25.035,1:28.998,3,0,0
1473,1141,855,15,18,2024,21,São Paulo,Brazil,24,19,20,Chinese,Swiss,15,0.0,7694079,Finished,111508.39130434782,4,351.00275,69,83.05799999999999,186.765,15.0,1:32.263,DNQ,DNQ,1,0,0
1474,1141,832,6,18,2024,21,São Paulo,Brazil,55,0,14,Spanish,Italian,16,0.0,-1,Accident,130110.5,2,725.2895,38,84.201,184.23,17.0,1:30.303,1:29.406,DNQ,2,1,0
1475,1141,861,3,18,2024,21,São Paulo,Brazil,43,16,18,Argentinian ,British,17,0.0,-1,Accident,90275.36666666668,2,25.263,30,84.29599999999999,184.022,18.0,1:31.270,DNQ,DNQ,1,1,0
1476,1141,848,3,18,2024,21,São Paulo,Brazil,23,7,7,Thai,British,18,0.0,-1,Withdrew,107295.0970018629,0,0.0,0,9999.0,0.0,0.0,1:29.072,1:25.889,1:24.657,3,1,1
1477,1141,840,117,18,2024,21,São Paulo,Brazil,18,10,10,Canadian,British,19,0.0,-1,Withdrew,99292.0985915493,0,0.0,0,9999.0,0.0,0.0,1:30.580,1:26.334,DNQ,2,1,1
1478,1141,807,210,18,2024,21,São Paulo,Brazil,27,17,19,German,American,20,0.0,-1,Disqualified,98595.63333333332,3,37.647666666666666,0,83.764,185.191,16.0,1:31.623,DNQ,DNQ,1,1,0
1479,1142,847,131,80,2024,22,Las Vegas,United States,63,1,1,British,German,1,25.0,4925969,Finished,98519.38,2,21.0235,50,95.717,233.225,4.0,1:33.186,1:32.779,1:32.312,3,0,0
1480,1142,1,131,80,2024,22,Las Vegas,United States,44,10,10,British,German,2,18.0,4933282,Finished,98665.64,2,21.211,50,95.48,233.803,2.0,1:33.225,1:32.567,1:48.106,3,0,0
1481,1142,832,6,80,2024,22,Las Vegas,United States,55,2,2,Spanish,Italian,3,15.0,4937875,Finished,98757.5,2,20.9635,50,95.875,232.84,5.0,1:33.484,1:32.711,1:32.410,3,0,0
1482,1142,844,6,80,2024,22,Las Vegas,United States,16,4,4,Monegasque,Italian,4,12.0,4940252,Finished,98805.04,2,21.457,50,95.674,233.329,3.0,1:33.446,1:33.016,1:32.783,3,0,0
1483,1142,830,9,80,2024,22,Las Vegas,United States,33,5,5,Dutch,Austrian,5,10.0,4942551,Finished,98851.02,2,21.4755,50,96.248,231.938,6.0,1:33.299,1:33.085,1:32.797,3,0,0
1484,1142,846,1,80,2024,22,Las Vegas,United States,4,6,6,British,British,6,9.0,4969354,Finished,99387.08,3,20.973666666666663,50,94.876,235.292,1.0,1:33.592,1:33.099,1:33.008,3,0,0
1485,1142,857,1,80,2024,22,Las Vegas,United States,81,8,8,Australian,British,7,6.0,4977334,Finished,99546.68,2,24.407,50,96.598,231.097,13.0,1:33.450,1:33.024,1:33.033,3,0,0
1486,1142,807,210,80,2024,22,Las Vegas,United States,27,9,9,German,American,8,4.0,4985777,Finished,99715.54,2,21.6065,50,96.585,231.129,12.0,1:33.920,1:33.114,1:33.062,3,0,0
1487,1142,852,215,80,2024,22,Las Vegas,United States,22,7,7,Japanese,Italian,9,2.0,4988777,Finished,99775.54,2,21.188,50,96.957,230.242,16.0,1:33.789,1:33.089,1:33.029,3,0,0
1488,1142,815,9,80,2024,22,Las Vegas,United States,11,15,16,Mexican,Austrian,10,1.0,4989083,Finished,99781.66,2,21.164,50,96.326,231.75,8.0,1:34.155,DNQ,DNQ,1,0,0
1489,1142,4,117,80,2024,22,Las Vegas,United States,14,16,17,Spanish,British,11,0.0,4995164,Finished,99903.28,2,21.407,50,96.553,231.205,10.0,1:34.258,DNQ,DNQ,1,0,0
1490,1142,825,210,80,2024,22,Las Vegas,United States,20,12,12,Danish,American,12,0.0,4995772,Finished,99915.44,1,21.963,50,96.557,231.196,11.0,1:33.991,1:33.297,DNQ,2,0,0
1491,1142,855,15,80,2024,22,Las Vegas,United States,24,13,13,Chinese,Swiss,13,0.0,5000054,Finished,100001.08,2,22.3605,50,96.324,231.755,7.0,1:34.079,1:33.566,DNQ,2,0,0
1492,1142,861,3,80,2024,22,Las Vegas,United States,43,0,14,Argentinian ,British,14,0.0,5001141,Finished,100022.82,2,21.1955,50,96.867,230.456,15.0,1:33.746,1:33.749,DNQ,2,0,0
1493,1142,840,117,80,2024,22,Las Vegas,United States,18,18,20,Canadian,British,15,0.0,5010071,Finished,100201.42,2,28.2255,50,97.179,229.716,18.0,1:34.484,DNQ,DNQ,1,0,0
1494,1142,859,215,80,2024,22,Las Vegas,United States,30,14,15,New Zealander,Italian,16,0.0,5016974,Finished,100339.48,2,20.8455,50,96.98,230.187,17.0,1:34.087,1:34.257,DNQ,2,0,0
1495,1142,839,214,80,2024,22,Las Vegas,United States,31,11,11,French,French,17,0.0,-1,+1 Lap,100572.02040816328,3,19.596666666666668,49,96.511,231.306,9.0,1:33.968,1:33.221,DNQ,2,0,0
1496,1142,822,15,80,2024,22,Las Vegas,United States,77,19,19,Finnish,Swiss,18,0.0,-1,+1 Lap,100760.28571428572,2,22.222,49,96.601,231.09,14.0,1:34.430,DNQ,DNQ,1,0,0
1497,1142,848,3,80,2024,22,Las Vegas,United States,23,17,18,Thai,British,19,0.0,-1,Radiator,101280.84,1,22.012,25,98.008,227.773,19.0,1:34.425,DNQ,DNQ,1,1,0
1498,1142,842,214,80,2024,22,Las Vegas,United States,10,3,3,French,French,20,0.0,-1,Engine,102464.86666666668,1,22.179,15,98.314,227.064,20.0,1:33.691,1:32.879,1:32.664,3,1,0
1499,1143,830,9,78,2024,23,Al Daayen,Qatar,33,2,1,Dutch,Austrian,1,25.0,5465323,Finished,95882.8596491228,3,24.96333333333333,57,82.905,235.31,2.0,1:21.579,1:20.687,1:20.520,3,0,0
1500,1143,844,6,78,2024,23,Al Daayen,Qatar,16,5,5,Monegasque,Italian,2,18.0,5471354,Finished,95988.66666666669,3,27.706,57,83.242,234.357,4.0,1:21.278,1:21.000,1:20.852,3,0,0
1501,1143,857,1,78,2024,23,Al Daayen,Qatar,81,4,4,Australian,British,3,15.0,5472142,Finished,96002.49122807015,3,26.67033333333333,57,83.218,234.425,3.0,1:21.821,1:21.121,1:20.829,3,0,0
1502,1143,847,131,78,2024,23,Al Daayen,Qatar,63,1,2,British,German,4,12.0,5479427,Finished,96042.57894736844,4,29.24475,57,83.355,234.039,5.0,1:21.241,1:21.069,1:20.575,3,0,0
1503,1143,842,214,78,2024,23,Al Daayen,Qatar,10,11,11,French,French,5,10.0,5482105,Finished,96177.28070175438,3,27.33233333333333,57,83.705,233.061,8.0,1:21.843,1:21.437,DNQ,2,0,0
1504,1143,832,6,78,2024,23,Al Daayen,Qatar,55,7,7,Spanish,Italian,6,8.0,5482799,Finished,96189.45614035089,3,31.09166666666667,57,83.465,233.731,6.0,1:21.447,1:21.199,1:21.041,3,0,0
1505,1143,4,117,78,2024,23,Al Daayen,Qatar,14,8,8,Spanish,British,7,6.0,5485190,Finished,96231.40350877192,3,30.01033333333333,57,83.667,233.167,7.0,1:21.608,1:21.208,1:21.251,3,0,0
1506,1143,855,15,78,2024,23,Al Daayen,Qatar,24,12,12,Chinese,Swiss,8,4.0,5490683,Finished,96327.77192982456,3,29.043666666666667,57,83.889,232.55,10.0,1:22.103,1:21.501,DNQ,2,0,0
1507,1143,825,210,78,2024,23,Al Daayen,Qatar,20,10,10,Danish,American,9,2.0,5497500,Finished,96447.36842105264,3,28.200666666666667,57,84.259,231.528,11.0,1:21.891,1:21.387,1:21.500,3,0,0
1508,1143,846,1,78,2024,23,Al Daayen,Qatar,4,3,3,British,British,10,2.0,5501085,Finished,96510.26315789472,4,29.60775,57,82.384,236.798,1.0,1:21.578,1:20.983,1:20.772,3,0,0
1509,1143,822,15,78,2024,23,Al Daayen,Qatar,77,13,13,Finnish,Swiss,11,0.0,5515566,Finished,96764.31578947368,3,28.714,57,85.533,228.08,13.0,1:21.927,1:21.731,DNQ,2,0,0
1510,1143,1,131,78,2024,23,Al Daayen,Qatar,44,6,6,British,German,12,0.0,5521445,Finished,96867.45614035089,4,27.71175,57,83.865,232.616,9.0,1:21.637,1:21.095,1:21.011,3,0,0
1511,1143,852,215,78,2024,23,Al Daayen,Qatar,22,14,14,Japanese,Italian,13,0.0,5526423,Finished,96954.7894736842,4,29.2145,57,86.144,226.462,17.0,1:22.364,1:21.771,DNQ,2,0,0
1512,1143,859,215,78,2024,23,Al Daayen,Qatar,30,17,17,New Zealander,Italian,14,0.0,5527979,Finished,96982.08771929824,4,32.30775,57,86.076,226.641,16.0,1:22.411,DNQ,DNQ,1,0,0
1513,1143,848,3,78,2024,23,Al Daayen,Qatar,23,16,16,Thai,British,15,0.0,-1,+1 Lap,97826.64285714286,4,32.031,56,85.559,228.011,14.0,1:22.390,DNQ,DNQ,1,0,0
1514,1143,807,210,78,2024,23,Al Daayen,Qatar,27,18,18,German,American,16,0.0,-1,Spun off,98320.71794871795,4,30.7005,39,85.767,227.458,15.0,1:22.442,DNQ,DNQ,1,1,0
1515,1143,815,9,78,2024,23,Al Daayen,Qatar,11,9,9,Mexican,Austrian,17,0.0,-1,Spun off,97109.92105263156,3,26.750666666666667,38,85.288,228.735,12.0,1:21.675,1:21.425,1:21.425,3,1,0
1516,1143,840,117,78,2024,23,Al Daayen,Qatar,18,15,15,Canadian,British,18,0.0,-1,Collision damage,121445.25,2,35.7285,8,90.935,214.531,18.0,1:22.011,1:21.911,DNQ,2,1,0
1517,1143,861,3,78,2024,23,Al Daayen,Qatar,43,19,19,Argentinian ,British,19,0.0,-1,Collision,95691.7758642163,0,0.0,0,9999.0,0.0,0.0,1:22.594,DNQ,DNQ,1,1,1
1518,1143,839,214,78,2024,23,Al Daayen,Qatar,31,20,20,French,French,20,0.0,-1,Collision,93360.66666666669,0,0.0,0,9999.0,0.0,0.0,1:22.714,DNQ,DNQ,1,1,1
1519,1144,846,1,24,2024,24,Abu Dhabi,UAE,4,1,1,British,British,1,25.0,5193291,Finished,89539.5,1,21.276,58,87.438,217.429,3.0,1:23.682,1:23.098,1:22.595,3,0,0
1520,1144,832,6,24,2024,24,Abu Dhabi,UAE,55,3,3,Spanish,Italian,2,18.0,5199123,Finished,89640.05172413793,1,21.28,58,87.765,216.619,5.0,1:23.487,1:22.985,1:22.824,3,0,0
1521,1144,844,6,24,2024,24,Abu Dhabi,UAE,16,19,14,Monegasque,Italian,3,15.0,5225219,Finished,90089.9827586207,1,21.869,58,88.018,215.996,9.0,1:23.302,1:23.833,DNQ,2,0,0
1522,1144,1,131,24,2024,24,Abu Dhabi,UAE,44,16,18,British,German,4,12.0,5229774,Finished,90168.5172413793,1,21.694,58,87.27799999999999,217.828,2.0,1:23.887,DNQ,DNQ,1,0,0
1523,1144,847,131,24,2024,24,Abu Dhabi,UAE,63,6,7,British,German,5,10.0,5230829,Finished,90186.70689655172,1,21.656,58,88.195,215.563,10.0,1:23.678,1:23.283,1:23.132,3,0,0
1524,1144,830,9,24,2024,24,Abu Dhabi,UAE,33,4,5,Dutch,Austrian,6,8.0,5243138,Finished,90398.93103448275,1,32.652,58,87.765,216.619,6.0,1:23.516,1:22.998,1:22.945,3,0,0
1525,1144,842,214,24,2024,24,Abu Dhabi,UAE,10,5,6,French,French,7,6.0,5265851,Finished,90790.53448275862,1,22.059,58,89.251,213.012,16.0,1:23.548,1:23.086,1:22.984,3,0,0
1526,1144,807,210,24,2024,24,Abu Dhabi,UAE,27,7,4,German,American,8,4.0,5268845,Finished,90842.1551724138,1,21.53,58,89.152,213.249,14.0,1:23.722,1:23.040,1:22.886,3,0,0
1527,1144,4,117,24,2024,24,Abu Dhabi,UAE,14,8,8,Spanish,British,9,2.0,5275664,Finished,90959.72413793104,2,22.8815,58,87.94800000000001,216.168,7.0,1:23.794,1:23.268,1:23.196,3,0,0
1528,1144,857,1,24,2024,24,Abu Dhabi,UAE,81,2,2,Australian,British,10,1.0,5277112,Finished,90984.68965517242,2,28.178,58,87.69,216.804,4.0,1:23.640,1:23.199,1:22.804,3,0,0
1529,1144,848,3,24,2024,24,Abu Dhabi,UAE,23,18,16,Thai,British,11,0.0,-1,+1 Lap,91307.75438596492,1,22.065,57,89.438,212.567,18.0,1:23.821,DNQ,DNQ,1,0,0
1530,1144,852,215,24,2024,24,Abu Dhabi,UAE,22,11,11,Japanese,Italian,12,0.0,-1,+1 Lap,91368.9298245614,1,21.869,57,89.2,213.134,15.0,1:23.735,1:23.419,DNQ,2,0,0
1531,1144,855,15,24,2024,24,Abu Dhabi,UAE,24,15,17,Chinese,Swiss,13,0.0,-1,+1 Lap,91413.94736842104,2,25.8945,57,87.982,216.085,8.0,1:23.880,DNQ,DNQ,1,0,0
1532,1144,840,117,24,2024,24,Abu Dhabi,UAE,18,13,13,Canadian,British,14,0.0,-1,+1 Lap,91346.73684210528,2,22.6595,57,88.604,214.568,11.0,1:23.729,1:23.784,DNQ,2,0,0
1533,1144,862,214,24,2024,24,Abu Dhabi,UAE,61,17,20,Australian,French,15,0.0,-1,+1 Lap,91576.24561403508,1,22.08,57,89.121,213.323,13.0,1:24.105,DNQ,DNQ,1,0,0
1534,1144,825,210,24,2024,24,Abu Dhabi,UAE,20,14,15,Danish,American,16,0.0,-1,+1 Lap,92471.71929824562,4,23.2365,57,85.637,222.002,1.0,1:23.632,1:23.877,DNQ,2,0,0
1535,1144,859,215,24,2024,24,Abu Dhabi,UAE,30,12,12,New Zealander,Italian,17,0.0,-1,Engine,92308.16363636364,3,26.099,55,88.751,214.212,12.0,1:23.733,1:23.472,DNQ,2,1,0
1536,1144,822,15,24,2024,24,Abu Dhabi,UAE,77,9,9,Finnish,Swiss,18,0.0,-1,Collision damage,94909.33333333331,1,41.144,30,89.482,212.462,19.0,1:23.481,1:23.341,1:23.204,3,1,0
1537,1144,861,3,24,2024,24,Abu Dhabi,UAE,43,20,19,Argentinian ,British,19,0.0,-1,Engine,95016.53846153848,1,24.941,26,89.411,212.631,17.0,1:23.912,DNQ,DNQ,1,1,0
1538,1144,815,9,24,2024,24,Abu Dhabi,UAE,11,10,10,Mexican,Austrian,20,0.0,-1,Collision,90328.91379310343,0,0.0,0,9999.0,0.0,0.0,1:23.559,1:23.379,1:23.264,3,1,1
1539,1145,846,1,1,2025,1,Melbourne,Australia,4,1,1,British,British,1,25.0,6126304,Finished,107479.01754385963,5,15.11,57,82.167,0.0,1.0,1:15.912,1:15.415,1:15.096,3,0,1
1540,1145,830,9,1,2025,1,Melbourne,Australia,33,3,3,Dutch,Austrian,2,18.0,6127199,Finished,107494.71929824562,5,15.503,57,83.081,0.0,3.0,1:16.018,1:15.565,1:15.481,3,0,1
1541,1145,847,131,1,2025,1,Melbourne,Australia,63,4,4,British,German,3,15.0,6134785,Finished,107627.80701754386,5,15.995,57,85.065,0.0,11.0,1:15.971,1:15.798,1:15.546,3,0,1
1542,1145,863,131,1,2025,1,Melbourne,Australia,12,16,16,Italian,German,4,12.0,6136439,Finished,107656.82456140353,5,17.173,57,84.901,0.0,9.0,1:16.525,DNQ,DNQ,1,0,1
1543,1145,848,3,1,2025,1,Melbourne,Australia,23,6,6,Thai,British,5,10.0,6139077,Finished,107703.1052631579,5,16.764599999999998,57,84.59700000000001,0.0,8.0,1:16.245,1:16.017,1:15.737,3,0,1
